ve_ref,value,tags
1.197.t8,Πηλεΐωνα,Acc1.
1.198.t1,οἴῳ,
1.198.t2,φαινομένη,Pres6.;Partic.;Mid.
1.198.t3,τῶν,Agr.
1.198.t4,δ',
1.198.t5,ἄλλων,Gen2.
1.198.t6,οὔ,
1.198.t7,τις,Nom1.
1.198.t8,ὁρᾶτο,Impf1.;Mid.
1.199.t1,θάμβησεν,Aor.
1.199.t2,δ',
1.199.t3,Ἀχιλεύς,Nom1.
1.199.t4,μετὰ,
1.199.t5,δ',
1.199.t6,ἐτράπετ',Aor2.;Mid.
1.199.t7,αὐτίκα,
1.199.t8,δ',
1.199.t9,ἔγνω,Aor2.
1.200.t1,Παλλάδ',Agr.
1.200.t2,Ἀθηναίην,Acc1.
1.200.t3,δεινὼ,Agr.
1.200.t4,δέ,
1.200.t5,οἱ,Dat2.
1.200.t6,ὄσσε,Nom1.
1.200.t7,φάανθεν,Aor2.
1.201.t1,καί,
1.201.t2,μιν,Acc1.
1.201.t3,φωνήσας,Aor12.;Partic.
1.201.t4,ἔπεα,Acc8.
1.201.t5,πτερόεντα,Agr.
1.201.t6,προσηύδα,Impf1.
1.202.t1,τίπτ',
1.202.t2,αὖτ',
1.202.t3,αἰγιόχοιο,Agr.
1.202.t4,Διὸς,Gen1.
1.202.t5,τέκος,Voc1.
1.202.t6,εἰλήλουθας,Perf.
1.203.t1,ἦ,
1.203.t2,ἵνα,
1.203.t3,ὕβριν,Acc1.
1.203.t4,ἴδῃ,Aor12.;Subj.;Mid.
1.203.t5,Ἀγαμέμνονος,Gen7.
1.203.t6,Ἀτρεΐδαο,Agr.
1.204.t1,ἀλλ',
1.204.t2,ἔκ,
1.204.t3,τοι,GBP.
1.204.t4,ἐρέω,Fut.
1.204.t5,τὸ,Acc3.
1.204.t6,δὲ,
1.204.t7,καὶ,
1.204.t8,τελέεσθαι,Fut.;Infin.;Mid.
1.204.t9,ὀΐω,Pres6.
1.205.t1,ᾗς,Agr.
1.205.t2,ὑπεροπλίῃσι,Dat9.
1.205.t3,τάχ',
1.205.t4,ἄν,
1.205.t5,ποτε,
1.205.t6,θυμὸν,Acc1.
1.205.t7,ὀλέσσῃ,Aor12.;Subj.
1.206.t1,τὸν,Acc1.
1.206.t2,δ',
1.206.t3,αὖτε,
1.206.t4,προσέειπε,Aor2.
1.206.t5,θεὰ,Agr.
1.206.t6,γλαυκῶπις,Agr.
1.206.t7,Ἀθήνη,Nom1.
1.207.t1,ἦλθον,Aor2.
1.207.t2,ἐγὼ,Nom1.
1.207.t3,παύσουσα,Fut.;Partic.
1.207.t4,τὸ,Agr.
1.207.t5,σὸν,Agr.
1.207.t6,μένος,Acc1.
1.207.t7,αἴ,
1.207.t8,κε,
1.207.t9,πίθηαι,Aor.;Subj.;Mid.
1.208.t1,οὐρανόθεν,
1.208.t2,πρὸ,
1.208.t3,δέ,
1.208.t4,μ',Acc1.
1.208.t5,ἧκε,Aor2.
1.208.t6,θεὰ,Agr.
1.208.t7,λευκώλενος,Agr.
1.208.t8,Ἥρη,Nom1.
1.209.t1,ἄμφω,Acc1.
1.209.t2,ὁμῶς,
1.209.t3,θυμῷ,Dat12.
1.209.t4,φιλέουσά,Pres6.;Partic.
1.209.t5,τε,
1.209.t6,κηδομένη,Pres6.;Partic.;Mid.
1.209.t7,τε,
1.210.t1,ἀλλ',
1.210.t2,ἄγε,
1.210.t3,λῆγ',Pres6.;Impr1.
1.210.t4,ἔριδος,Gen10.
1.210.t5,μη,
1.210.t6,ξίφος,Acc1.
1.210.t7,ἕλκεο,Pres6.;Imper.;Mid1.
1.210.t8,χειρί,Dat12.
1.211.t1,ἀλλ',
1.211.t2,ἤτοι,
1.211.t3,ἔπεσιν,Dat8.
1.211.t4,μὲν,
1.211.t5,ὀνείδισον,Aor12.;Impr1.
1.211.t6,ὡς,
1.211.t7,ἔσεταί,Fut.;Mid.
1.211.t8,περ,
1.212.t1,ὧδε,
1.212.t2,γὰρ,
1.212.t3,ἐξερέω,Fut.
1.212.t4,τὸ,Nom1.
1.212.t5,δὲ,
1.212.t6,καὶ,
1.212.t7,τετελεσμένον,Perf.;Partic.;Mid.
1.212.t8,ἔσται,Fut.;Mid.
1.213.t1,καί,
1.213.t2,ποτέ,
1.213.t3,τοι,Dat2.
1.213.t4,τρὶς,
1.213.t5,τόσσα,Agr.
1.213.t6,παρέσσεται,Fut.;Mid.
1.213.t7,ἀγλαὰ,Agr.
1.213.t8,δῶρα,Nom1.
1.214.t1,ὕβριος,GBP.
1.214.t2,εἵνεκα,Prep1.
1.214.t3,τῆσδε,Agr.
1.214.t4,σὺ,Nom1.
1.214.t5,δ',
1.214.t6,ἴσχεο,Pres6.;Impr1.;Mid.
1.214.t7,πείθεο,Pres6.;Impr1.;Mid.
1.214.t8,δ',
1.214.t9,ἡμῖν,Dat1.
1.215.t1,τὴν,Acc1.
1.215.t2,δ',
1.215.t3,ἀπαμειβόμενος,Pres6.;Partic.;Mid6.
1.215.t4,προσέφη,Impf1.
1.215.t5,πόδας,Acc4.
1.215.t6,ὠκὺς,Agr.
1.215.t7,Ἀχιλλεύς,Nom1.
1.216.t1,χρὴ,Pres6.
1.216.t2,μὲν,
1.216.t3,σφωΐτερόν,Agr.
1.216.t4,γε,
1.216.t5,θεὰ,Voc1.
1.216.t6,ἔπος,Acc1.
1.216.t7,εἰρύσσασθαι,Aor12.;Infin.;Mid.
1.217.t1,καὶ,
1.217.t2,μάλα,
1.217.t3,περ,
1.217.t4,θυμῷ,Dat12.
1.217.t5,κεχολωμένον,Perf.;Partic.;Mid.
1.217.t6,ὧς,
1.217.t7,γὰρ,
1.217.t8,ἄμεινον,Nom2.
1.218.t1,ὅς,Nom1.
1.218.t2,κε,
1.218.t3,θεοῖς,Dat1.
1.218.t4,ἐπιπείθηται,Pres6.;Subj.;Mid.
1.218.t5,μάλα,
1.218.t6,τ',
1.218.t7,ἔκλυον,Aor.
1.218.t8,αὐτοῦ,Gen10.
1.219.t1,ἦ,Impf1.
1.219.t2,καὶ,
1.219.t3,ἐπ',Prep3.
1.219.t4,ἀργυρέῃ,Agr.
1.219.t5,κώπῃ,GBP.
1.219.t6,σχέθε,Aor2.
1.219.t7,χεῖρα,Acc1.
1.219.t8,βαρεῖαν,Agr.
1.220.t1,ἂψ,
1.220.t2,δ',
1.220.t3,ἐς,Prep3.
1.220.t4,κουλεὸν,GBP.
1.220.t5,ὦσε,
1.220.t6,μέγα,Agr.
1.220.t7,ξίφος,Acc1.
1.220.t8,οὐ,
1.220.t9,ἀπίθησε,Aor.
1.221.t1,μύθῳ,Dat1.
1.221.t2,Ἀθηναίης,Gen11.
1.221.t3,ἣ,Nom1.
1.221.t4,δ',
1.221.t5,Οὔλυμπον,Acc1.
1.221.t6,δὲ,
1.221.t7,βεβήκει,Pluperf.
1.222.t1,δώματ',GBP.
1.222.t2,ἐς,Prep3.
1.222.t3,αἰγιόχοιο,Agr.
1.222.t4,Διὸς,Gen1.
1.222.t5,μετὰ,Prep3.
1.222.t6,δαίμονας,GBP.
1.222.t7,ἄλλους,Agr.
1.223.t1,Πηλεΐδης,Nom1.
1.223.t2,δ',
1.223.t3,ἐξαῦτις,
1.223.t4,ἀταρτηροῖς,Agr.
1.223.t5,ἐπέεσσιν,Dat8.
1.224.t1,Ἀτρεΐδην,Acc1.
1.224.t2,προσέειπε,Aor2.
1.224.t3,καὶ,
1.224.t4,οὔ,
1.224.t5,πω,
1.224.t6,λῆγε,Impf1.
1.224.t7,χόλοιο,Gen10.
1.225.t1,οἰνοβαρές,Voc1.
1.225.t2,κυνὸς,Gen4.
1.225.t3,ὄμματ',Acc1.
1.225.t4,ἔχων,Pres6.;Partic.
1.225.t5,κραδίην,Acc1.
1.225.t6,δ',
1.225.t7,ἐλάφοιο,Gen4.
1.226.t1,οὔτέ,
1.226.t2,ποτ',
1.226.t3,ἐς,Prep3.
1.226.t4,πόλεμον,GBP.
1.226.t5,ἅμα,Prep3.
1.226.t6,λαῷ,GBP.
1.226.t7,θωρηχθῆναι,Aor12.;Inf2.
1.227.t1,οὔ,
1.227.t2,λόχον,Acc7.
1.227.t3,δ',
1.227.t4,ἰέναι,Pres6.;Inf2.
1.227.t5,σὺν,Prep2.
1.227.t6,ἀριστήεσσιν,GBP.
1.227.t7,Ἀχαιῶν,Gen13.
1.228.t1,τέτληκας,Perf.
1.228.t2,θυμῷ,Dat12.
1.228.t3,τὸ,Nom1.
1.228.t4,δέ,
1.228.t5,τοι,Dat14.
1.228.t6,κὴρ,Nom1.
1.228.t7,εἴδεται,
1.228.t8,εἶναι,Pres.;Infin.
1.229.t1,ἦ,
1.229.t2,πολὺ,Acc8.
1.229.t3,λώϊόν,
1.229.t4,ἐστι,Pres.
1.229.t5,κατὰ,Prep3.
1.229.t6,στρατὸν,GBP.
1.229.t7,εὐρὺν,Agr.
1.229.t8,Ἀχαιῶν,Gen1.
1.230.t1,δῶρ',Acc1.
1.230.t2,ἀποαιρεῖσθαι,Pres6.;Infin.;Mid1.
1.230.t3,ὅς,Nom1.
1.230.t4,τις,Agr.
1.230.t5,σέθεν,Gen14.
1.230.t6,ἀντίον,Acc8.
1.230.t7,εἴπῃ,Aor12.;Subj.
1.231.t1,δημοβόρος,Agr.
1.231.t2,βασιλεὺς,Nom1.
1.231.t3,ἐπεὶ,
1.231.t4,οὐτιδανοῖσιν,Dat1.
1.231.t5,ἀνάσσεις,Pres.
1.232.t1,ἦ,
1.232.t2,γὰρ,
1.232.t3,ἂν,
1.232.t4,Ἀτρεΐδη,Voc1.
1.232.t5,νῦν,
1.232.t6,ὕστατα,Acc8.
1.232.t7,λωβήσαιο,Aor12.;Opt.;Mid.
1.233.t1,ἀλλ',
1.233.t2,ἔκ,
1.233.t3,τοι,GBP.
1.233.t4,ἐρέω,Fut.
1.233.t5,καὶ,
1.233.t6,ἐπὶ,
1.233.t7,μέγαν,Agr.
1.233.t8,ὅρκον,GBP.
1.233.t9,ὀμοῦμαι,Fut.;Mid6.
1.234.t1,ναὶ,
1.234.t2,μὰ,
1.234.t3,τόδε,Agr.
1.234.t4,σκῆπτρον,Acc9.
1.234.t5,τὸ,Nom1.
1.234.t6,μὲν,
1.234.t7,οὔ,
1.234.t8,ποτε,
1.234.t9,φύλλα,Acc1.
1.234.t10,καὶ,
1.234.t11,ὄζους,Acc1.
1.235.t1,φύσει,Impf1.
1.235.t2,ἐπεὶ,
1.235.t3,δὴ,
1.235.t4,πρῶτα,Acc8.
1.235.t5,τομὴν,Acc1.
1.235.t6,ἐν,Prep3.
1.235.t7,ὄρεσσι,GBP.
1.235.t8,λέλοιπεν,Pluperf.
1.236.t1,οὐ,
1.236.t2,ἀναθηλήσει,Fut.
1.236.t3,περὶ,
1.236.t4,γάρ,
1.236.t5,ῥά,
1.236.t6,ἑ,Acc10.
1.236.t7,χαλκὸς,Nom1.
1.236.t8,ἔλεψε,Aor2.
1.237.t1,φύλλά,Acc1.
1.237.t2,τε,
1.237.t3,καὶ,
1.237.t4,φλοιόν,Acc1.
1.237.t5,νῦν,
1.237.t6,αὖτέ,
1.237.t7,μιν,Acc1.
1.237.t8,υἷες,Nom1.
1.237.t9,Ἀχαιῶν,Gen2.
1.238.t1,ἐν,Prep3.
1.238.t2,παλάμῃς,GBP.
1.238.t3,φορέουσι,Pres.
1.238.t4,δικασπόλοι,Agr.
1.238.t5,οἵ,Nom1.
1.238.t6,τε,
1.238.t7,θέμιστας,Acc1.
1.239.t1,πρὸς,Prep4.
1.239.t2,Διὸς,GBP.
1.239.t3,εἰρύαται,Perf.;Perf.;Mid.
1.239.t4,ὃ,Nom1.
1.239.t5,δέ,
1.239.t6,τοι,Dat14.
1.239.t7,μέγας,Agr.
1.239.t8,ἔσσεται,Fut.;Mid.
1.239.t9,ὅρκος,Nom1.
1.240.t1,ἦ,
1.240.t2,ποτ',
1.240.t3,Ἀχιλλῆος,Gen8.
1.240.t4,ποθὴ,Nom1.
1.240.t5,ἵξεται,Fut.
1.240.t6,υἷας,Acc1.
1.240.t7,Ἀχαιῶν,Gen2.
1.241.t1,σύμπαντας,Agr.
1.241.t2,τότε,
1.241.t3,δ',
1.241.t4,οὔ,
1.241.t5,τι,Acc8.
1.241.t6,δυνήσεαι,
1.241.t7,ἀχνύμενός,
1.241.t8,περ,
1.242.t1,χραισμεῖν,
1.242.t2,εὖτ',
1.242.t3,ἂν,
1.242.t4,πολλοὶ,Nom1.
1.242.t5,ὑφ',Prep1.
1.242.t6,Ἕκτορος,GBP.
1.242.t7,ἀνδροφόνοιο,Agr.
1.243.t1,θνήσκοντες,
1.243.t2,πίπτωσι,
1.243.t3,σὺ,
1.243.t4,δ',
1.243.t5,ἔνδοθι,
1.243.t6,θυμὸν,Acc1.
1.243.t7,ἀμύξεις,
1.244.t1,χωόμενος,
1.244.t2,ὅ,
1.244.t3,τ',
1.244.t4,ἄριστον,Acc1.
1.244.t5,Ἀχαιῶν,Gen13.
1.244.t6,οὐδὲν,Acc8.
1.244.t7,ἔτισας,
1.245.t1,ὣς,
1.245.t2,φάτο,
1.245.t3,Πηλεΐδης,Nom1.
1.245.t4,ποτὶ,
1.245.t5,δὲ,
1.245.t6,σκῆπτρον,Acc1.
1.245.t7,βάλε,
1.245.t8,γαίῃ,Dat12.
1.246.t1,χρυσείοις,Agr.
1.246.t2,ἥλοισι,Dat1.
1.246.t3,πεπαρμένον,
1.246.t4,ἕζετο,
1.246.t5,δ',
1.246.t6,αὐτός,Agr.
1.247.t1,Ἀτρεΐδης,Nom1.
1.247.t2,δ',
1.247.t3,ἑτέρωθεν,
1.247.t4,ἐμήνιε,Impf1.
1.247.t5,τοῖσι,Dat12.
1.247.t6,δὲ,
1.247.t7,Νέστωρ,Nom1.
1.248.t1,ἡδυεπὴς,Agr.
1.248.t2,ἀνόρουσε,
1.248.t3,λιγὺς,Agr.
1.248.t4,Πυλίων,Gen2.
1.248.t5,ἀγορητής,Nom1.
1.249.t1,τοῦ,Agr.
1.249.t2,καὶ,
1.249.t3,ἀπὸ,Prep3.
1.249.t4,γλώσσης,GBP.
1.249.t5,μέλιτος,Gen13.
1.249.t6,γλυκίων,
1.249.t7,ῥέεν,Impf1.
1.249.t8,αὐδή,Nom1.
1.250.t1,τῷ,Dat3.
1.250.t2,δ',
1.250.t3,ἤδη,
1.250.t4,δύο,
1.250.t5,μὲν,
1.250.t6,γενεαὶ,Nom1.
1.250.t7,μερόπων,Agr.
1.250.t8,ἀνθρώπων,Gen4.
1.251.t1,ἐφθίαθ',Pluperf.
1.251.t2,οἵ,Nom1.
1.251.t3,οἱ,GBP.
1.251.t4,πρόσθεν,
1.251.t5,ἅμα,Prep2.
1.251.t6,τράφεν,
1.251.t7,ἠδ',
1.251.t8,ἐγένοντο,
1.252.t1,ἐν,Prep3.
1.252.t2,Πύλῳ,GBP.
1.252.t3,ἠγαθέῃ,Agr.
1.252.t4,μετὰ,Prep3.
1.252.t5,δὲ,
1.252.t6,τριτάτοισιν,GBP.
1.252.t7,ἄνασσεν,Impf1.
1.253.t1,ὅ,Nom1.
1.253.t2,σφιν,Dat12.
1.253.t3,ἐὺ,
1.253.t4,φρονέων,
1.253.t5,ἀγορήσατο,
1.253.t6,καὶ,
1.253.t7,μετέειπεν,
1.254.t1,ὦ,
1.254.t2,πόποι,
1.254.t3,ἦ,
1.254.t4,μέγα,Agr.
1.254.t5,πένθος,Nom1.
1.254.t6,Ἀχαιΐδα,Agr.
1.254.t7,γαῖαν,Acc1.
1.254.t8,ἱκάνει,
1.255.t1,ἦ,
1.255.t2,κεν,
1.255.t3,γηθήσαι,
1.255.t4,Πρίαμος,Nom1.
1.255.t5,Πριάμοιό,Gen1.
1.255.t6,τε,
1.255.t7,παῖδες,Nom1.
1.256.t1,ἄλλοι,Agr.
1.256.t2,τε,
1.256.t3,Τρῶες,Agr.
1.256.t4,μέγα,Acc8.
1.256.t5,κεν,
1.256.t6,κεχαροίατο,
1.256.t7,θυμῷ,Dat12.
1.257.t1,εἰ,
1.257.t2,σφῶϊν,Gen10.
1.257.t3,τάδε,Acc1.
1.257.t4,πάντα,Agr.
1.257.t5,πυθοίατο,
1.257.t6,μαρναμένοιϊν,Partic5.
1.258.t1,οἳ,Nom1.
1.258.t2,περὶ,
1.258.t3,μὲν,
1.258.t4,βουλὴν,Acc4.
1.258.t5,Δαναῶν,Gen13.
1.258.t6,περὶ,
1.258.t7,δ',
1.258.t8,ἐστὲ,
1.258.t9,μάχεσθαι,
1.259.t1,ἀλλὰ,
1.259.t2,πίθεσθ',Aor.;Impr1.;Mid.
1.259.t3,ἄμφω,Nom1.
1.259.t4,δὲ,
1.259.t5,νεωτέρω,Nom2.
1.259.t6,ἐστὸν,
1.259.t7,ἐμεῖο,Gen13.
1.260.t1,ἤδη,
1.260.t2,γάρ,
1.260.t3,ποτ',
1.260.t4,ἐγὼ,Nom1.
1.260.t5,καὶ,
1.260.t6,ἀρείοσιν,
1.260.t7,ἠέ,
1.260.t8,περ,
1.260.t9,ὑμῖν,Agr.
1.261.t1,ἀνδράσιν,Dat1.
1.261.t2,ὡμίλησα,
1.261.t3,καὶ,
1.261.t4,οὔ,
1.261.t5,ποτέ,
1.261.t6,μ',Acc1.
1.261.t7,οἵ,Nom1.
1.261.t8,γ',
1.261.t9,ἀθέριζον,Impf1.
1.262.t1,οὐ,
1.262.t2,γάρ,
1.262.t3,πω,
1.262.t4,τοίους,Agr.
1.262.t5,ἴδον,
1.262.t6,ἀνέρας,Acc1.
1.262.t7,οὐ,
1.262.t8,ἴδωμαι,
1.263.t1,οἷον,Agr.
1.263.t2,Πειρίθοόν,Acc1.
1.263.t3,τε,
1.263.t4,Δρύαντά,Acc1.
1.263.t5,τε,
1.263.t6,ποιμένα,Agr.
1.263.t7,λαῶν,Gen8.
1.264.t1,Καινέα,Acc1.
1.264.t2,τ',
1.264.t3,Ἐξάδιόν,Acc1.
1.264.t4,τε,
1.264.t5,καὶ,
1.264.t6,ἀντίθεον,Agr.
1.264.t7,Πολύφημον,Acc1.
1.265.t1,Θησέα,Acc1.
1.265.t2,τ',
1.265.t3,Αἰγεΐδην,Agr.
1.265.t4,ἐπιείκελον,Agr.
1.265.t5,ἀθανάτοισιν,
1.266.t1,κάρτιστοι,Agr.
1.266.t2,δὴ,
1.266.t3,κεῖνοι,Nom1.
1.266.t4,ἐπιχθονίων,Agr.
1.266.t5,τράφεν,
1.266.t6,ἀνδρῶν,Gen13.
1.267.t1,κάρτιστοι,Nom2.
1.267.t2,μὲν,
1.267.t3,ἔσαν,Impf1.
1.267.t4,καὶ,
1.267.t5,καρτίστοις,Dat1.
1.267.t6,ἐμάχοντο,
1.268.t1,φηρσὶν,Dat1.
1.268.t2,ὀρεσκῴοισι,Agr.
1.268.t3,καὶ,
1.268.t4,ἐκπάγλως,
1.268.t5,ἀπόλεσσαν,
1.269.t1,καὶ,
1.269.t2,μὲν,
1.269.t3,τοῖσιν,Dat1.
1.269.t4,ἐγὼ,Nom1.
1.269.t5,μεθομίλεον,Impf1.
1.269.t6,ἐκ,Prep3.
1.269.t7,Πύλου,GBP.
1.269.t8,ἐλθὼν,
1.270.t1,τηλόθεν,
1.270.t2,ἐξ,Prep3.
1.270.t3,ἀπίης,Agr.
1.270.t4,γαίης,GBP.
1.270.t5,καλέσαντο,Aor2.;Ind1.;Mid3.
1.270.t6,γὰρ,
1.270.t7,αὐτοί,Nom1.
1.271.t1,καὶ,
1.271.t2,μαχόμην,
1.271.t3,κατ',Prep5.
1.271.t4,ἔμ',GBP.
1.271.t5,αὐτὸν,
1.271.t6,ἐγώ,Nom1.
1.271.t7,κείνοισι,Dat1.
1.271.t8,δ',
1.271.t9,ἂν,
1.271.t10,οὔ,
1.271.t11,τις,Nom1.
1.272.t1,τῶν,
1.272.t2,οἳ,
1.272.t3,νῦν,
1.272.t4,βροτοί,Nom1.
1.272.t5,εἰσιν,
1.272.t6,ἐπιχθόνιοι,Nom2.
1.272.t7,μαχέοιτο,
1.273.t1,καὶ,
1.273.t2,μέν,
1.273.t3,μευ,Gen11.
1.273.t4,βουλέων,Gen10.
1.273.t5,ξύνιεν,Impf1.
1.273.t6,πείθοντό,
1.273.t7,τε,
1.273.t8,μύθῳ,Dat1.
1.274.t1,ἀλλὰ,
1.274.t2,πίθεσθε,Aor.;Impr1.;Mid.
1.274.t3,καὶ,
1.274.t4,ὔμμες,
1.274.t5,ἐπεὶ,
1.274.t6,πείθεσθαι,
1.274.t7,ἄμεινον,
1.275.t1,μήτε,
1.275.t2,σὺ,Nom1.
1.275.t3,τόνδ',Acc1.
1.275.t4,ἀγαθός,Nom2.
1.275.t5,περ,
1.275.t6,ἐὼν,
1.275.t7,ἀποαίρεο,
1.275.t8,κούρην,Acc1.
1.276.t1,ἀλλ',
1.276.t2,ἔα,
1.276.t3,ὥς,
1.276.t4,οἱ,Dat1.
1.276.t5,πρῶτα,Acc8.
1.276.t6,δόσαν,
1.276.t7,γέρας,Acc1.
1.276.t8,υἷες,Nom1.
1.276.t9,Ἀχαιῶν,Gen2.
1.277.t1,μήτε,
1.277.t2,σὺ,
1.277.t3,Πηλείδη,
1.277.t4,ἔθελ',
1.277.t5,ἐριζέμεναι,
1.277.t6,βασιλῆϊ,Dat1.
1.278.t1,ἀντιβίην,
1.278.t2,ἐπεὶ,
1.278.t3,οὔ,
1.278.t4,ποθ',
1.278.t5,ὁμοίης,Agr.
1.278.t6,ἔμμορε,
1.278.t7,τιμῆς,Gen10.
1.279.t1,σκηπτοῦχος,Agr.
1.279.t2,βασιλεύς,Nom1.
1.279.t3,ᾧ,Dat1.
1.279.t4,τε,
1.279.t5,Ζεὺς,Nom1.
1.279.t6,κῦδος,Acc1.
1.279.t7,ἔδωκεν,
1.280.t1,εἰ,
1.280.t2,δὲ,
1.280.t3,σὺ,Nom1.
1.280.t4,καρτερός,Nom2.
1.280.t5,ἐσσι,
1.280.t6,θεὰ,
1.280.t7,δέ,
1.280.t8,σε,Acc1.
1.280.t9,γείνατο,
1.280.t10,μήτηρ,Nom1.
1.281.t1,ἀλλ',
1.281.t2,ὅ,Nom1.
1.281.t3,γε,
1.281.t4,φέρτερός,Nom2.
1.281.t5,ἐστιν,
1.281.t6,ἐπεὶ,
1.281.t7,πλεόνεσσιν,
1.281.t8,ἀνάσσει,
1.282.t1,Ἀτρεΐδη,
1.282.t2,σὺ,
1.282.t3,δὲ,
1.282.t4,παῦε,
1.282.t5,τεὸν,Agr.
1.282.t6,μένος,Acc1.
1.282.t7,αὐτὰρ,
1.282.t8,ἔγωγε,Nom1.
1.283.t1,λίσσομ',
1.283.t2,Ἀχιλλῆϊ,Dat3.
1.283.t3,μεθέμεν,
1.283.t4,χόλον,Acc1.
1.283.t5,ὃς,Nom1.
1.283.t6,μέγα,Agr.
1.283.t7,πᾶσιν,Agr.
1.284.t1,ἕρκος,Nom2.
1.284.t2,Ἀχαιοῖσιν,Dat3.
1.284.t3,πέλεται,
1.284.t4,πολέμοιο,Gen4.
1.284.t5,κακοῖο,Agr.
1.285.t1,τὸν,Acc1.
1.285.t2,δ',
1.285.t3,ἀπαμειβόμενος,
1.285.t4,προσέφη,Impf1.
1.285.t5,κρείων,Agr.
1.285.t6,Ἀγαμέμνων,Nom1.
1.286.t1,ναὶ,
1.286.t2,δὴ,
1.286.t3,ταῦτά,Acc1.
1.286.t4,γε,
1.286.t5,πάντα,Agr.
1.286.t6,γέρον,
1.286.t7,κατὰ,Prep5.
1.286.t8,μοῖραν,GBP.
1.286.t9,ἔειπες,
1.287.t1,ἀλλ',
1.287.t2,ὅδ',Agr.
1.287.t3,ἀνὴρ,Nom1.
1.287.t4,ἐθέλει,
1.287.t5,περὶ,
1.287.t6,πάντων,Agr.
1.287.t7,ἔμμεναι,
1.287.t8,ἄλλων,Gen10.
1.288.t1,πάντων,Gen10.
1.288.t2,μὲν,
1.288.t3,κρατέειν,
1.288.t4,ἐθέλει,
1.288.t5,πάντεσσι,Dat1.
1.288.t6,δ',
1.288.t7,ἀνάσσειν,
1.289.t1,πᾶσι,Dat1.
1.289.t2,δὲ,
1.289.t3,σημαίνειν,
1.289.t4,ἅ,Acc1.
1.289.t5,τιν',Acc3.
1.289.t6,οὐ,
1.289.t7,πείσεσθαι,
1.289.t8,ὀΐω,
1.290.t1,εἰ,
1.290.t2,δέ,
1.290.t3,μιν,Acc1.
1.290.t4,αἰχμητὴν,Acc10.
1.290.t5,ἔθεσαν,
1.290.t6,θεοὶ,Nom1.
1.290.t7,αἰὲν,
1.290.t8,ἐόντες,
1.291.t1,τοὔνεκά,
1.291.t2,οἱ,Dat1.
1.291.t3,προθέουσιν,
1.291.t4,ὀνείδεα,Acc1.
1.291.t5,μυθήσασθαι,
1.292.t1,τὸν,Acc1.
1.292.t2,δ',
1.292.t3,ἄρ',
1.292.t4,ὑποβλήδην,
1.292.t5,ἠμείβετο,Impf1.;Mid6.
1.292.t6,δῖος,Agr.
1.292.t7,Ἀχιλλεύς,Nom1.
1.293.t1,ἦ,
1.293.t2,γάρ,
1.293.t3,κεν,
1.293.t4,δειλός,Nom1.
1.293.t5,τε,
1.293.t6,καὶ,
1.293.t7,οὐτιδανὸς,Nom1.
1.293.t8,καλεοίμην,Aor2.;Mid3.
1.294.t1,εἰ,
1.294.t2,δὴ,
1.294.t3,σοὶ,Dat1.
1.294.t4,πᾶν,Agr.
1.294.t5,ἔργον,Acc1.
1.294.t6,ὑπείξομαι,
1.294.t7,ὅττί,Acc1.
1.294.t8,κεν,
1.294.t9,εἴπῃς,Aor12.;Subj.
1.295.t1,ἄλλοισιν,Dat1.
1.295.t2,δὴ,
1.295.t3,ταῦτ',Acc1.
1.295.t4,ἐπιτέλλεο,
1.295.t5,μὴ,
1.295.t6,γὰρ,
1.295.t7,ἔμοιγε,Dat1.
1.296.t1,σήμαιν',
1.296.t2,οὐ,
1.296.t3,γὰρ,
1.296.t4,ἔγωγ',Nom1.
1.296.t5,ἔτι,
1.296.t6,σοὶ,Dat1.
1.296.t7,πείσεσθαι,
1.296.t8,ὀΐω,
1.297.t1,ἄλλο,Acc1.
1.297.t2,δέ,
1.297.t3,τοι,Dat1.
1.297.t4,ἐρέω,
1.297.t5,σὺ,
1.297.t6,δ',
1.297.t7,ἐνὶ,Prep3.
1.297.t8,φρεσὶ,GBP.
1.297.t9,βάλλεο,
1.297.t10,σῇσι,Agr.
1.298.t1,χερσὶ,Dat8.
1.298.t2,μὲν,
1.298.t3,οὔ,
1.298.t4,τοι,
1.298.t5,ἔγωγε,Nom1.
1.298.t6,μαχήσομαι,
1.298.t7,εἵνεκα,Prep1.
1.298.t8,κούρης,GBP.
1.299.t1,οὔ,
1.299.t2,σοὶ,Dat1.
1.299.t3,οὔτέ,
1.299.t4,τῳ,Dat1.
1.299.t5,ἄλλῳ,Agr.
1.299.t6,ἐπεί,
1.299.t7,μ',Acc1.
1.299.t8,ἀφέλεσθέ,
1.299.t9,γε,
1.299.t10,δόντες,
1.300.t1,τῶν,
1.300.t2,δ',
1.300.t3,ἄλλων,Gen2.
1.300.t4,ἅ,Nom1.
1.300.t5,μοί,Dat2.
1.300.t6,ἐστι,
1.300.t7,θοῇ,Agr.
1.300.t8,παρὰ,Prep3.
1.300.t9,νηῒ,GBP.
1.300.t10,μελαίνῃ,Agr.
1.301.t1,τῶν,Gen2.
1.301.t2,οὐκ,
1.301.t3,ἄν,
1.301.t4,τι,Acc1.
1.301.t5,φέροις,
1.301.t6,ἀνελὼν,
1.301.t7,ἀέκοντος,Partic3.
1.301.t8,ἐμεῖο,Agr.
1.302.t1,εἰ,
1.302.t2,δ',
1.302.t3,ἄγε,
1.302.t4,μὴν,
1.302.t5,πείρησαι,
1.302.t6,ἵνα,
