ve_ref,value,lemma,gloss (eng),tag
2466.t3,þēah,þeah,though,indeclinable
2466.t4,him,he,he,dsm
2466.t5,lēof,leof,dear,nsm
2466.t6,ne,ne,not,indeclinable
2466.t7,wæs.,wesan,be,p3s
2467.t1,Hē,he,he,nsm
2467.t2,ðā,þa,then,indeclinable
2467.t3,mid,mid,with,indeclinable
2467.t4,þǣre,seo,that,dsf
2467.t5,"sorhge,",sorh,sorrow,ds
2467.t6,þē,þe,whom,in
2467.t7,him,he,he (þe him=to whom),dsm
2467.t8,sīo,seo,that,nsf
2467.t9,sār,sar,pain,ns
2467.t10,"belamp,",belimpan,befall,p3s
2468.t1,gumdrēam,gum-dream,joy of men,as
2468.t2,"ofgeaf,",ofgifan,leave,p3s
2468.t3,Godes,God,God,gs
2468.t4,lēoht,leoht,light,as
2468.t5,gecēas;,geceosan,choose,p3s
2469.t1,eaferum,eafora,son,dp
2469.t2,"lǣfde,",læfan,leave,p3s
2469.t3,swā,swa,as,indeclinable
2469.t4,dēð,don,do,pr3s
2469.t5,ēadig,eadig,wealthy,nsm
2469.t6,"mon,",monn,man,ns
2470.t1,lond,land,land,as
2470.t2,ond,ond,and,indeclinable
2470.t3,"lēodbyrig,",leod-burh,town,ap
2470.t4,þā,þa,when,indeclinable
2470.t5,hē,he,he,nsm
2470.t6,of,of,from,indeclinable
2470.t7,līfe,lif,life,ds
2470.t8,gewāt.,gewitan,depart,p3s
2471.t1,Þā,þa,then,indeclinable
2471.t2,wæs,wesan,be,p3s
2471.t3,synn,synn,hostility,ns
2471.t4,ond,ond,and,indeclinable
2471.t5,sacu,sacu,conflict,ns
2471.t6,Swēona,Sweon,Swedes,gp
2471.t7,ond,ond,and,indeclinable
2471.t8,Gēata,Geatas,Geats,gp
2472.t1,ofer,ofer,across,indeclinable
2472.t2,wīd,wid,wide,asn
2472.t3,wæter,wæter,water,as
2472.t4,wrōht,wroht,hostility,ns
2472.t5,"gemǣne,",gemæne,mutual,nsf
2473.t1,herenīð,here-nið,strife,ns
2473.t2,"hearda,",heard,hard,nsm
2473.t3,syððan,siððan,after,indeclinable
2473.t4,Hrēðel,Hreþel,Hrethel,ns
2473.t5,"swealt,",sweltan,die,p3s
2474.t1,oð,oððe,until,indeclinable
2474.t2,ðe,hie,themselves,dpm
2474.t3,him,Ongenþeow,Ongentheow,gs
2474.t4,Ongenðeowes,eafora,son,np
2474.t5,eaferan,wesan,be,p3p
2475.t1,frome,from,bold,npm
2475.t2,"fyrdhwate,",fyrd-hwæt,warlike,npm
2475.t3,frēode,freod,friendship,as
2475.t4,ne,ne,not,indeclinable
2475.t5,woldon,willan,want,p3p
2476.t1,ofer,ofer,across,indeclinable
2476.t2,heafo,hæf,sea,ap
2476.t3,"healdan,",healdan,hold,i
2476.t4,ac,ac,but,indeclinable
2476.t5,ymb,ymb,near,indeclinable
2476.t6,Hrēosna,Hreosna Beorg,Hreosna Beorg,as
2477.t1,eatolne,atol,terrible,asm
2477.t2,inwitscear,inwit-scear,malicious slaughter,as
2477.t3,oft,oft,often,indeclinable
2477.t4,gefremedon.,gefremman,commit,p3p
2478.t1,Þæt,þæt,that,asn
2478.t2,mǣgwine,mæg-wine,kinsman and friend,np
2478.t3,mīne,min,my,npm
2478.t4,"gewrǣcan,",gewrecan,avenge,p3p
2479.t1,fǣhðe,fæhð,feud,as
2479.t2,ond,ond,and,indeclinable
2479.t3,"fyrene,",fyren,crime,as
2479.t4,swā,swa,as,indeclinable
2479.t5,hyt,hit,it,nsn
2479.t6,gefrǣge,gefræge,well known,nsn
2479.t7,"wæs,",wesan,be,p3s
2480.t1,þēah,þeah þe,although,indeclinable
2480.t2,ðe,oþer,one,nsm
2480.t3,ōðer,he,his,gsm
2480.t4,his,ealdor,life,ds
2480.t5,ealdre,gebycgan,pay for,p3s
2481.t1,heardan,heard,hard,dsn
2481.t2,cēape;,ceap,bargain,ds
2481.t3,Hæðcynne,Hæðcyn,Hæthcyn,ds
2481.t4,"wearð,",weorðan,be,p3s
2482.t1,Gēata,Geatas,Geats,gp
2482.t2,dryhtne,dryhten,lord,ds
2482.t3,gūð,guð,war,ns
2482.t4,onsǣge.,onsæge,fatal,nsf
2483.t1,Þā,þa,then,indeclinable
2483.t2,ic,ic,I,ns
2483.t3,on,on,in,indeclinable
2483.t4,morgne,morgen,morning,ds
2483.t5,gefrægn,gefrignan,hear,p1s
2483.t6,mǣg,mæg,kinsman,as
2483.t7,ōðerne,oþer,other,asm
2484.t1,billes,bill,sword,gs
2484.t2,ecgum,ecg,blade,dp
2484.t3,on,on,on,indeclinable
2484.t4,bonan,bana,slayer,as
2484.t5,"stǣlan,",stælan,avenge,i
2485.t1,þǣr,þær,where,indeclinable
2485.t2,Ongenþēow,Ongenþeow,Ongentheow,ns
2485.t3,Eofores,Eofor,Eofor,gs
2485.t4,nīosað;,neosan,seek out,pr3s
2486.t1,gūðhelm,guð-helm,battle-helmet,ns
2486.t2,"tōglād,",toglidan,split,p3s
2486.t3,gomela,gamol,old,nsm
2486.t4,Scylfing,Scylfing,Scylfing,ns
2487.t1,hrēas,hreosan,fall,p3s
2487.t2,hildeblāc;,hilde-blac,battle-pale,nsm
2487.t3,hond,hand,hand,ns
2487.t4,gemunde,gemunan,remember,p3s
2488.t1,fǣhðo,fæhð,feud,ap
2488.t2,"genōge,",genog,many,apf
2488.t3,feorhsweng,feorh-sweng,mortal blow,as
2488.t4,ne,ne,not,indeclinable
2488.t5,oftēah.,ofteon,withhold,p3s
2489.t1,Ic,ic,I,ns
2489.t2,him,he,he,dsm
2489.t3,þā,se,the,apm
2489.t4,māðmas,maððum,treasure,ap
2489.t5,þē,þe,which,in
2489.t6,hē,he,he,nsm
2489.t7,mē,ic,I,ds
2489.t8,sealde,sellan,give,p3s
2490.t1,geald,gyldan,repay,p1s
2490.t2,æt,æt,in,indeclinable
2490.t3,"gūðe,",guð,battle,ds
2490.t4,swā,swa,as,indeclinable
2490.t5,mē,ic,I,ds
2490.t6,gifeðe,gifeðe,granted,nsn
2490.t7,wæs,wesan,be,p3s
2491.t1,lēohtan,leoht,gleaming,dsn
2491.t2,sweorde;,sweord,sword,ds
2491.t3,hē,he,he,nsm
2491.t4,mē,ic,I,ds
2491.t5,lond,land,land,as
2491.t6,"forgeaf,",forgifan,grant,p3s
2492.t1,eard,eard,land,as
2492.t2,ēðelwyn.,eþel-wynn,joy of ancestral estate,as
2492.t3,Næs,ne wesan,be not,p3s
2492.t4,him,he,he,dsm
2492.t5,ǣnig,ænig,any,nsf
2492.t6,þearf,þearf,need,ns
2493.t1,þæt,þæt,that,indeclinable
2493.t2,hē,he,he,nsm
2493.t3,tō,to,from,indeclinable
2493.t4,Gifðum,Gifðas,Gepidae,dp
2493.t5,oððe,oððe,or,indeclinable
2493.t6,tō,to,from,indeclinable
2493.t7,Gār-Denum,Gar-Dene,Spear-Danes,dp
2494.t1,oððe,oððe,or,indeclinable
2494.t2,in,in,in,indeclinable
2494.t3,Swīorīċe,Sweo-rice,Sweden,ds
2494.t4,sēcean,secan,seek out,i
2494.t5,þurfe,þurfan,need,prc3s
2495.t1,wyrsan,wyrsa,less worthy,asmc
2495.t2,"wīgfrecan,",wig-freca,warrior,as
2495.t3,weorðe,weorð,price,ds
2495.t4,gecȳpan;,gecypan,buy,i
2496.t1,symle,simble,always,indeclinable
2496.t2,ic,ic,I,ns
2496.t3,him,he,he,dsm
2496.t4,on,on,in,indeclinable
2496.t5,fēðan,feþa,foot-troop,ds
2496.t6,beforan,beforan,in front of,indeclinable
2496.t7,"wolde,",willan,would (verb underst.),p1s
2497.t1,āna,an,alone,nsm
2497.t2,on,on,in,indeclinable
2497.t3,"orde,",ord,front,ds
2497.t4,ond,ond,and,indeclinable
2497.t5,swā,swa,so,indeclinable
2497.t6,tō,to,for,indeclinable
2497.t7,aldre,ealdor,life (to aldre=always),ds
2497.t8,sceall,sculan,(future),pr1s
2498.t1,sæcce,sæcc,war,as
2498.t2,"fremman,",fremman,wage,i
2498.t3,þenden,þenden,while,indeclinable
2498.t4,þis,þis,this,nsn
2498.t5,sweord,sweord,sword,ns
2498.t6,þolað,þolian,hold out,pr3s
2499.t1,þæt,þæt,which,nsn
2499.t2,mec,ic,I,as
2499.t3,ǣr,ær,before (ær ond sið=always),indeclinable
2499.t4,ond,ond,and,indeclinable
2499.t5,sīð,sið,later,c
2499.t6,oft,oft,often,indeclinable
2499.t7,"gelǣste,",gelæstan,serve,p3s
2500.t1,syððan,siððan,after,indeclinable
2500.t2,ic,ic,I,ns
2500.t3,for,for,in front of,indeclinable
2500.t4,dugeðum,duguð,retinue,dp
2500.t5,Dæghrefne,Dæghrefn,Dæghrefn,ds
2500.t6,wearð,weorðan,become (+to),p1s
2501.t1,tō,to,(weorðan to),indeclinable
2501.t2,"handbonan,",hand-bana,slayer with the hand,ds
2501.t3,Hūga,Hugas,Hugas,gp
2501.t4,cempan,cempa,warrior,ds
2502.t1,nalles,nealles,not at all,indeclinable
2502.t2,hē,he,he,nsm
2502.t3,ðā,seo,the,asf
2502.t4,frætwe,frætwe,ornament,as
2502.t5,"Frēscyninge,",Frys-cyning,king of the Frisians,ds
2503.t1,brēostweorðunge,breost-weorðung,breast adornment,as
2503.t2,bringan,bringan,bring,i
2503.t3,"mōste,",motan,might,p3s
2504.t1,ac,ac,but,indeclinable
2504.t2,in,in,in,indeclinable
2504.t3,campe,camp,battle,ds
2504.t4,ġecrong,gecringan,fall,p3s
2504.t5,cumbles,cumbol,standard,gs
2504.t6,"hyrde,",hyrde,guardian,ns
2505.t1,æþeling,æþeling,prince,ns
2505.t2,on,on,with,indeclinable
2505.t3,elne;,ellen,courage,ds
2505.t4,ne,ne,not,indeclinable
2505.t5,wæs,wesan,be,p3s
2505.t6,ecg,ecg,blade,ns
2505.t7,"bona,",bana,slayer,ns
2506.t1,ac,ac,but,indeclinable
2506.t2,him,he,he,dsm
2506.t3,hildegrāp,hilde-grap,battle-grip,ns
2506.t4,heortan,heorte,heart,gs
2506.t5,"wylmas,",wylm,surge,ap
2507.t1,bānhūs,ban-hus,bone-house,as
2507.t2,gebræc.,gebrecan,crush,p3s
2507.t3,Nū,nu,now,indeclinable
2507.t4,sceall,sculan,(future),pr3s
2507.t5,billes,bill,sword,gs
2507.t6,"ecg,",ecg,blade,ns
2508.t1,hond,hand,hand,ns
2508.t2,ond,ond,and,indeclinable
2508.t3,heard,heard,hard,nsn
2508.t4,sweord,sweord,sword,ns
2508.t5,ymb,ymb,for,indeclinable
2508.t6,hord,hord,hoard,as
2508.t7,wīgan.’,wigan,fight,i
2509.t1,Bēowulf,Beowulf,Beowulf,ns
2509.t2,"maðelode,",maþelian,speak,p3s
2509.t3,bēotwordum,beot-word,vowing word,dp
2509.t4,spræc,sprecan,say,p3s
2510.t1,nīehstan,neah,last,dsms
2510.t2,sīðe:,sið,time,ds
2510.t3,‘Ic,ic,I,ns
2510.t4,genēðde,geneðan,venture upon,p1s
2510.t5,fela,fela,many,in
2511.t1,gūða,guð,battle,gp
2511.t2,on,on,in,indeclinable
2511.t3,geogoðe;,geogoð,youth,ds
2511.t4,gȳt,gyt,yet,indeclinable
2511.t5,ic,ic,I,ns
2511.t6,"wylle,",willan,will,pr1s
2512.t1,frōd,frod,old,nsm
2512.t2,folces,folc,people,gs
2512.t3,weard,weard,guardian,ns
2512.t4,fǣhðe,fæhð,feud,as
2512.t5,"sēcan,",secan,seek out,i
2513.t1,mǣrðu,mærðo,glorious deed,as
2513.t2,"fremman,",fremman,perform,i
2513.t3,gif,gif,if,indeclinable
2513.t4,mec,ic,I,as
2513.t5,se,se,the,nsm
2513.t6,mānsceaða,man-sceaða,wicked assailant,ns
2514.t1,of,of,from,indeclinable
2514.t2,eorðsele,eorð-sele,earth-hall,ds
2514.t3,ūt,ut,out,indeclinable
2514.t4,gesēceð.’,gesecan,seek out,pr3s
2515.t1,Gegrētte,gegretan,greet,p3s
2515.t2,ðā,þa,then,indeclinable
2515.t3,gumena,guma,man,gp
2515.t4,"gehwylcne,",gehwylc,each,asm
2516.t1,hwate,hwæt,bold,apm
2516.t2,helmberend,helm-berend,helmet-wearer,ap
2516.t3,hindeman,hindema,last,dsms
2516.t4,"sīðe,",sið,time,ds
2517.t1,swǣse,swæs,dear,apm
2517.t2,gesīðas:,gesið,companion,ap
2517.t3,‘Nolde,ne willan,would not,pc1s
2517.t4,ic,ic,I,ns
2517.t5,sweord,sweord,sword,as
2517.t6,"beran,",beran,bear,i
2518.t1,wǣpen,wæpen,weapon,as
2518.t2,tō,to,against,indeclinable
2518.t3,"wyrme,",wyrm,serpent,ds
2518.t4,gif,gif,if,indeclinable
2518.t5,ic,ic,I,ns
2518.t6,wiste,witan,know,pc1s
2518.t7,hū,hu,how,indeclinable
2519.t1,wið,wið,with,indeclinable
2519.t2,ðām,se,the,dsm
2519.t3,āglǣcean,aglæca,adversary,ds
2519.t4,elles,elles,otherwise,indeclinable
2519.t5,meahte,magan,could,pc1s
2520.t1,gylpe,gylp,(with) glory,ds
2520.t2,"wiðgrīpan,",wiðgripan,grapple,i
2520.t3,swā,swa,as,indeclinable
2520.t4,ic,ic,I,ns
2520.t5,giō,geo,formerly,indeclinable
2520.t6,wið,wið,with,indeclinable
2520.t7,Grendle,Grendel,Grendel,ds
2520.t8,dyde;,don,do,p1s
2521.t1,ac,ac,but,indeclinable
2521.t2,ic,ic,I,ns
2521.t3,ðǣr,þær,there,indeclinable
2521.t4,heaðufȳres,heaþo-fyr,deadly fire,gs
2521.t5,hātes,hat,hot,gsn
2521.t6,"wēne,",wenan,expect,pr1s
2522.t1,oreðes,oruð,breath,gs
2522.t2,ond,ond,and,indeclinable
2522.t3,attres;,attor,venom,gs
2522.t4,forðon,forðon,therefore,indeclinable
2522.t5,ic,ic,I,ns
2522.t6,mē,ic,I,ds
2522.t7,on,on,on,indeclinable
2522.t8,hafu,habban,have,pr1s
2523.t1,bord,bord,shield,as
2523.t2,ond,ond,and,indeclinable
2523.t3,byrnan.,byrne,mail-coat,as
2523.t4,Nelle,ne willan,will not,pr1s
2523.t5,ic,ic,I,ns
2523.t6,beorges,beorg,barrow,gs
2523.t7,weard,weard,guardian,as
2524.t1,oferfleon,oferfleon,flee from,i
2524.t2,fōtes,fot,foot,gs
2524.t3,"trem,",trym,space,as
2524.t4,ac,ac,but,indeclinable
2524.t5,unc,wit,we two,dd
2524.t6,feohte,feohte,fight,ns
2524.t7,sceal,sculan,shall,pr3s
2525.t1,weorðan,weorðan,turn out,i
2525.t2,æt,æt,at,indeclinable
2525.t3,wealle,weall,wall,ds
2525.t4,swā,swa,as,indeclinable
2525.t5,unc,wit,we two,dd
2525.t6,wyrd,wyrd,fate,as
2525.t7,getēoð,geteon,allot,pr3s
2526.t1,metod,metod,Lord,ns
2526.t2,manna,monn,man,gp
2526.t3,gehwæs.,gehwa,every,gsm
2526.t4,Iċ,ic,I,ns
2526.t5,eom,beon,be,pr1s
2526.t6,on,on,in,indeclinable
2526.t7,mōde,mod,mind,ds
2526.t8,"from,",from,resolute,nsm
2527.t1,þæt,þæt,so that,indeclinable
2527.t2,ic,ic,I,ns
2527.t3,wið,wið,against,indeclinable
2527.t4,þone,se,the,asm
2527.t5,gūðflogan,guð-floga,war-flyer,as
2527.t6,gylp,gylp,boast,as
2527.t7,ofersitte.,ofersittan,forgo,pr1s
2528.t1,Gebīde,gebidan,await,im2p
2528.t2,gē,ge,you,np
2528.t3,on,on,on,indeclinable
2528.t4,beorge,beorg,barrow,ds
2528.t5,byrnum,byrne,mail-coat,dp
2528.t6,"werede,",werian,protect,ppnpm
2529.t1,secgas,secg,man,np
2529.t2,on,on,in,indeclinable
2529.t3,"searwum,",searo,war-gear,dp
2529.t4,hwæðer,hwæþer,which of two,nsm
2529.t5,sēl,sel,better,c
2529.t6,mæge,magan,can,prc3s
2530.t1,æfter,æfter,after,indeclinable
2530.t2,wælrǣse,wæl-ræs,deadly onslaught,ds
2530.t3,wunde,wund,wound,as
2530.t4,gedȳgan,gedigan,endure,i
2531.t1,uncer,wit,we two,gd
2531.t2,twēga.,twegen,two,gpm
2531.t3,Nis,ne beon,be not,pr3s
2531.t4,þæt,þæt,that,nsn
2531.t5,ēower,eower,your,nsm
2531.t6,"sīð,",sið,exploit,ns
2532.t1,nē,ne,nor,indeclinable
2532.t2,gemet,gemet,faculty,ns
2532.t3,mannes,monn,man,gs
2532.t4,nefne,nefne,except,indeclinable
2532.t5,mīn,ic,I,gs
2532.t6,"ānes,",an,alone,gsm
2533.t1,þæt,þæt,that,indeclinable
2533.t2,hē,he,he,nsm
2533.t3,wið,wið,with,indeclinable
2533.t4,āglǣcean,aglæca,adversary,as
2533.t5,eofoðo,eafoð,strength,ap
2533.t6,"dǣle,",dælan,share (=fight),prc3s
2534.t1,eorlscype,eorlscipe,heroic deed,as
2534.t2,efne.,æfnan,perform,prc3s
2534.t3,Ic,ic,I,ns
2534.t4,mid,mid,with,indeclinable
2534.t5,elne,ellen,courage,ds
2534.t6,sceall,sculan,(future),pr1s
2535.t1,gold,gold,gold,as
2535.t2,"gegangan,",gegangan,win,i
2535.t3,oððe,oððe,or,indeclinable
2535.t4,gūð,guð,war,ns
2535.t5,"nimeð,",niman,take,pr3s
2536.t1,feorhbealu,feorh-bealo,deadly evil,ns
2536.t2,"frēcne,",frecne,terrible,nsn
2536.t3,frēan,frea,lord,as
2536.t4,ēowerne.’,eower,your,asm
2537.t1,Ārās,arisan,arise,p3s
2537.t2,ðā,þa,then,indeclinable
2537.t3,bī,be,beside,indeclinable
2537.t4,ronde,rond,shield,ds
2537.t5,rōf,rof,brave,nsm
2537.t6,"ōretta,",oretta,warrior,ns
2538.t1,heard,heard,hard,nsm
2538.t2,under,under,under,indeclinable
2538.t3,"helme,",helm,helmet,ds
2538.t4,hiorosercean,heoro-syrce,coat of mail,as
2538.t5,bær,beran,bear,p3s
2539.t1,under,under,under,indeclinable
2539.t2,"stāncleofu,",stan-clif,rocky cliff,ap
2539.t3,strengo,strengo,strength,ds
2539.t4,getrūwode,getruwian,trust in,p3s
2540.t1,ānes,an,one,gsm
2540.t2,mannes;,monn,man,gs
2540.t3,ne,ne,not,indeclinable
2540.t4,bið,beon,be,pr3s
2540.t5,swylc,swylc,such,nsm
2540.t6,earges,earg,coward,gsm
2540.t7,sīð!,sið,undertaking,ns
2541.t1,Geseah,geseon,see,p3s
2541.t2,ðā,þa,then,indeclinable
2541.t3,be,be,along,indeclinable
2541.t4,wealle,weall,wall,ds
2541.t5,sē,se,he,nsm
2541.t6,ðe,þe,who,in
2541.t7,worna,worn,a great number,gp
2541.t8,fela,fela,many (worn fela=a great many),in
2542.t1,gumcystum,gum-cyst,manly virtue,dp
2542.t2,gōd,god,good,nsm
2542.t3,gūða,guð,war,gp
2542.t4,"gedīgde,",gedigan,survive,p3s
2543.t1,"hildehlemma,",hilde-hlæmm,clash of battle,gp
2543.t2,þonne,þonne,when,indeclinable
2543.t3,hnitan,hnitan,clash,p3p
2543.t4,"fēðan,",feþa,foot-troop,np
2544.t1,stondan,standan,stand,i
2544.t2,"stānbogan,",stan-boga,stone arch,ap
2544.t3,strēam,stream,stream,as
2544.t4,ūt,ut,out,indeclinable
2544.t5,þonan,þonan,thence,indeclinable
2545.t1,brecan,brecan,burst forth,i
2545.t2,of,of,from,indeclinable
2545.t3,beorge;,beorg,barrow,ds
2545.t4,wæs,wesan,be,p3s
2545.t5,þǣre,seo,the,gsf
2545.t6,burnan,burne,stream,gs
2545.t7,wælm,wylm,surge,ns
2546.t1,heaðofȳrum,heaþo-fyr,deadly fire,dp
2546.t2,"hāt,",hat,hot,nsm
2546.t3,ne,ne,not,indeclinable
2546.t4,meahte,magan,could,p3s
2546.t5,horde,hord,hoard,ds
2546.t6,nēah,neah,near,indeclinable
2547.t1,unbyrnende,unbyrnende,without flaming,nsm
2547.t2,ǣnige,ænig,any,asf
2547.t3,hwīle,hwil,(length of) time,as
2548.t1,dēop,deop,deep inside,nsm
2548.t2,gedȳgan,gedigan,endure,i
2548.t3,for,for,because of,indeclinable
2548.t4,dracan,draca,dragon,gs
2548.t5,lēge.,lig,flame,ds
2549.t1,Lēt,lætan,let,p3s
2549.t2,ðā,þa,then,indeclinable
2549.t3,of,of,from,indeclinable
2549.t4,"brēostum,",breost,breast,dp
2549.t5,ðā,þa,now that,indeclinable
2549.t6,hē,he,he,nsm
2549.t7,gebolgen,gebelgan,enrage,pp
2549.t8,"wæs,",wesan,be,p3s
2550.t1,Weder-Ġēata,Weder-Geatas,Geats,gp
2550.t2,lēod,leod,man,ns
2550.t3,word,word,word,as
2550.t4,ūt,ut,out,indeclinable
2550.t5,"faran,",faran,go,i
2551.t1,stearcheort,stearc-heort,stout-hearted,nsm
2551.t2,styrmde;,styrman,shout,p3s
2551.t3,stefn,stefn,voice,ns
2551.t4,in,in,in,indeclinable
2551.t5,becōm,becuman,come,p3s
2552.t1,heaðotorht,heaþo-torht,clear in battle,nsf
2552.t2,hlynnan,hlynnan,reverberate,i
2552.t3,under,under,under,indeclinable
2552.t4,hārne,har,grey,asm
2552.t5,stān.,stan,stone,as
2553.t1,Hete,hete,hatred,ns
2553.t2,wæs,wesan,be,p3s
2553.t3,"onhrēred,",onhreran,arouse,pp
2553.t4,hordweard,hord-weard,guardian of treasure,ns
2553.t5,oncnīow,oncnawan,recognize,p3s
2554.t1,mannes,monn,man,gs
2554.t2,reorde;,reord,voice,as
2554.t3,næs,ne wesan,be not,p3s
2554.t4,ðǣr,þær,there,indeclinable
2554.t5,māra,mara,more,nsmc
2554.t6,fyrst,fyrst,time,ns
2555.t1,frēode,freod,friendship,gs
2555.t2,tō,to,to,indeclinable
2555.t3,friclan.,friclan,ask for,i
2555.t4,From,fram,forth,indeclinable
2555.t5,ǣrest,ærest,first,indeclinable
2555.t6,cwōm,cuman,come,p3s
2556.t1,oruð,oruð,breath,ns
2556.t2,āglǣcean,aglæca,adversary,gs
2556.t3,ūt,ut,out,indeclinable
2556.t4,of,of,of,indeclinable
2556.t5,"stāne,",stan,stone,ds
2557.t1,hāt,hat,hot,nsm
2557.t2,hildeswāt;,hilde-swat,battle-vapour,ns
2557.t3,hrūse,hruse,earth,ns
2557.t4,dynede.,dynnan,resound,p3s
2558.t1,Biorn,beorn,warrior,ns
2558.t2,under,under,under,indeclinable
2558.t3,beorge,beorg,barrow,ds
2558.t4,bordrand,bord-rand,shield,as
2558.t5,onswāf,onswifan,swing,p3s
2559.t1,wið,wið,against,indeclinable
2559.t2,ðām,se,the,dsm
2559.t3,"gryregieste,",gryre-gist,terrible stranger,ds
2559.t4,Gēata,Geatas,Geats,gp
2559.t5,dryhten;,dryhten,lord,ns
2560.t1,ðā,þa,then,indeclinable
2560.t2,wæs,wesan,be,p3s
2560.t3,hringbogan,hring-boga,coiled creature,ds
2560.t4,heorte,heorte,heart,ns
2560.t5,gefȳsed,gefysan,impel,pp
2561.t1,sæcce,sæcc,fight,as
2561.t2,tō,to,to,indeclinable
2561.t3,sēceanne.,secan,seek,if
2561.t4,Sweord,sweord,sword,as
2561.t5,ǣr,ær,before,indeclinable
2561.t6,gebrǣd,gebregdan,draw,p3s
2562.t1,gōd,god,good,nsm
2562.t2,"gūðcyning,",guð-cyning,war-king,ns
2562.t3,gomele,gamol,ancient,asf
2562.t4,"lāfe,",laf,heirloom,as
2563.t1,ecgum,ecg,blade,dp
2563.t2,unslāw;,unslaw,sharp,asn
2563.t3,ǣghwæðrum,æghwæðer,each of two,dsm
2563.t4,wæs,wesan,be,p3s
2564.t1,bealohycgendra,bealo-hycgende,intending harm,gpm
2564.t2,brōga,broga,terror,ns
2564.t3,fram,fram,from,indeclinable
2564.t4,ōðrum.,oþer,other,dsm
2565.t1,Stīðmōd,stið-mod,stout-hearted,nsm
2565.t2,gestōd,gestandan,take one's stand,p3s
2565.t3,wið,wið,with,indeclinable
2565.t4,stēapne,steap,high,asm
2565.t5,rond,rond,shield,as
2566.t1,winia,wine,friend,gp
2566.t2,"bealdor,",bealdor,lord,ns
2566.t3,ðā,þa,when,indeclinable
2566.t4,se,se,the,nsm
2566.t5,wyrm,wyrm,serpent,ns
2566.t6,gebēah,gebugan,coil oneself,p3s
2567.t1,snūde,snude,quickly,indeclinable
2567.t2,tōsomne;,tosomne,together,indeclinable
2567.t3,hē,he,he,nsm
2567.t4,on,on,in,indeclinable
2567.t5,searwum,searo,war-gear,dp
2567.t6,bād.,bidan,await,p3s
2568.t1,Gewāt,gewitan,go,p3s
2568.t2,ðā,þa,then,indeclinable
2568.t3,byrnende,byrnan,burn,pprnsm
2568.t4,gebogen,gebugan,coil oneself,ppnsm
2568.t5,"scrīðan,",scriðan,glide,i
2569.t1,tō,to,to,indeclinable
2569.t2,gescipe,gescipe,fate,ds
2569.t3,scyndan.,scyndan,hasten,i
2569.t4,Scyld,scyld,shield,ns
2569.t5,wēl,wel,well,indeclinable
2569.t6,gebearg,gebeorgan,protect,p3s
2570.t1,līfe,lif,life,ds
2570.t2,ond,ond,and,indeclinable
2570.t3,līce,lic,body,ds
2570.t4,lǣssan,læssa,lesser,asfc
2570.t5,hwīle,hwil,time,as
2571.t1,mǣrum,mære,famous,dsm
2571.t2,þēodne,þeoden,lord,ds
2571.t3,þonne,þonne,than,indeclinable
2571.t4,his,he,his,gsm
2571.t5,myne,myne,desire,ns
2571.t6,"sōhte,",secan,require,p3s
2572.t1,ðǣr,þær,if,indeclinable
2572.t2,hē,he,he,nsm
2572.t3,þȳ,se,that,ism
2572.t4,fyrste,fyrst,occasion,is
2572.t5,forman,forma,first,dsn
2572.t6,dōgore,dogor,day,ds
2573.t1,wealdan,wealdan,prevail,i
2573.t2,mōste,motan,might,p3s
2573.t3,swā,swa,so that (swa...ne=without),indeclinable
2573.t4,him,he,he,dsm
2573.t5,wyrd,wyrd,fate,ns
2573.t6,ne,ne,not,indeclinable
2573.t7,gescrāf,gescrifan,decree,p3s
2574.t1,hrēð,hreð,glory,as
2574.t2,æt,æt,in,indeclinable
2574.t3,hilde.,hild,battle,ds
2574.t4,Hond,hand,hand,as
2574.t5,ūp,up,up,indeclinable
2574.t6,ābrǣd,abregdan,raise,p3s
2575.t1,Gēata,Geatas,Geats,gp
2575.t2,"dryhten,",dryhten,lord,ns
2575.t3,gryrefāhne,gryre-fah,terrible in its variegated colouring,asm
2575.t4,slōh,slean,strike,p3s
2576.t1,"incgelāfe,",incge-laf,mighty heirloom (?),ds
2576.t2,þæt,þæt,so that,indeclinable
2576.t3,sīo,seo,the,nsf
2576.t4,ecg,ecg,blade,ns
2576.t5,gewāc,gewican,fail,p3s
2577.t1,brūn,brun,burnish,nsn
2577.t2,on,on,on,indeclinable
2577.t3,"bāne,",ban,bone,ds
2577.t4,bāt,bitan,bite,p3s
2577.t5,unswīðor,unswiðe,less strongly,c
2578.t1,þonne,þonne,than,indeclinable
2578.t2,his,hit,it,gsn
2578.t3,ðīodcyning,þeod-cyning,king of the nation,ns
2578.t4,þearfe,þearf,need,as
2578.t5,hæfde,habban,have,p3s
2579.t1,bysigum,bysigu,care,dp
2579.t2,gebǣded.,bædan,oppress,ppnsm
2579.t3,Þā,þa,then,indeclinable
2579.t4,wæs,wesan,be,p3s
2579.t5,beorges,beorg,barrow,gs
2579.t6,weard,weard,guardian,ns
2580.t1,æfter,æfter,after,indeclinable
2580.t2,heaðuswenge,heaþo-sweng,battle-blow,ds
2580.t3,on,on,in,indeclinable
2580.t4,hrēoum,hreoh,fierce,dsn
2580.t5,"mōde,",mod,mind,ds
2581.t1,wearp,weorpan,throw,p3s
2581.t2,wælfȳre;,wæl-fyr,deadly fire,ds
2581.t3,wīde,wide,widely,indeclinable
2581.t4,sprungon,springan,spring,p3p
